id,source,title,publication_date,section,page,length,byline,ent_countries,ent_places,ent_places_fr,ent_places_nl,ent_places_uk,n_entities,n_sentences,n_stopwords,n_tokens,n_unique_entities,n_words,pos_adj,pos_adp,pos_adv,pos_conj,pos_det,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_space,pos_verb,pos_x,unique_ent_countries,unique_ent_places,unique_ent_places_fr,unique_ent_places_nl,unique_ent_places_uk
trouw_0271,Trouw,Britten zien vooral onaantrekkelijke keuzes,2017-06-08,vandaag,4,17,,,,,,,,1,2,9,0,7,1,1,,,1,3,,,,1,1,1,,,,,,
trouw_0272,Trouw,Ik ben bang voor Labour. Ze helpen de economie om zeep.,2017-06-08,vandaag,4,218,,1,,,,,1,19,120,249,1,129,12,19,20,16,23,50,4,23,2,32,4,43,1,1,,,,
trouw_0273,Trouw,May nek-aan-nek met corbyn,2017-06-08,vandaag,5,159,,2,,,,,2,10,64,168,2,104,11,17,10,8,20,35,10,6,5,24,1,18,3,2,,,,
trouw_0274,Trouw,Joods Porto leeft op na inktzwart verleden,2017-06-08,de verdieping,6,1182,ALEX TIELEMAN,14,16,,,,30,76,555,1302,11,747,101,155,95,53,136,285,31,74,16,162,19,165,10,8,3,,,
trouw_0275,Trouw,Brussel wil grotere rol in defensie EU-landen,2017-06-08,buitenland,12,709,MARNO DE BOER,15,,,,,15,42,303,753,12,450,52,87,57,25,76,186,23,39,11,83,15,94,5,12,,,,
trouw_0277,Trouw,Nog eens Whitby,2017-06-08,opinie,24,530,WIM BOEVINK,,,,,6,6,32,240,614,1,374,32,59,39,26,62,123,15,52,21,83,9,74,19,,,,,1
trouw_0278,Trouw,Verkiezingen in Groot Brittannië,2017-06-09,vandaag,4,920,SANDER BECKER,5,2,,,1,8,49,423,960,5,537,68,93,60,57,107,228,33,51,10,96,8,143,6,3,1,,,1
trouw_0279,Trouw,Maybe wordt er straks andere koers gevaren,2017-06-09,opinie,23,219,,2,,,,5,7,20,117,270,4,153,16,27,19,11,21,58,6,21,11,32,6,41,1,2,,,,2
trouw_0280,Trouw,Harde Brexit ontglipt verzwakte May,2017-06-10,vandaag,1,565,"SANDER BECKER, REDACTIE BUITENLAND",6,3,,,,9,36,258,623,5,365,42,62,49,29,64,138,13,39,6,76,9,95,1,4,1,,,
trouw_0281,Trouw,Met DUP krijgt May ook de Ierse kwestie erbij,2017-06-10,vandaag,4,523,TIM DE WIT,11,,,,,11,29,235,573,3,338,44,73,32,24,67,143,8,22,16,65,8,65,6,3,,,,
trouw_0282,Trouw,Brussels geduld met de Britten raakt op,2017-06-10,vandaag,5,454,CHRISTOPH SCHMIDT,1,3,,,2,6,31,215,507,3,292,35,50,32,23,52,116,12,31,10,67,11,67,1,1,1,,,1
trouw_0283,Trouw,Wie zijn die rare figuren naast de premier?,2017-06-10,vandaag,5,299,JAN KRUIDHOF,1,,,,2,3,22,142,356,2,214,24,34,22,15,35,78,10,25,11,49,7,44,2,1,,,,1
trouw_0284,Trouw,Ketenen,2017-06-10,letter en geest,12,123,JEANETTE DE VOS,1,,,,,1,8,53,128,1,75,7,15,5,6,12,31,2,11,5,15,3,14,2,1,,,,
trouw_0285,Trouw,Veel verliezers na Britse kiesgang,2017-06-10,opinie,27,472,,5,,,,,5,22,225,480,2,255,38,59,31,30,50,100,4,33,6,45,5,76,3,2,,,,
trouw_0286,Trouw,Partij steunt May tegen wil en dank,2017-06-12,vandaag,1,650,TIM DE WIT,3,,,,3,6,40,292,692,5,400,48,67,53,37,57,150,15,51,15,73,11,107,8,3,,,,2
trouw_0287,Trouw,Koffiedik kijken is een kunst,2017-06-12,opinie,19,331,JOHAN TEN HOVE,4,,,,1,5,18,167,370,4,203,27,38,28,26,31,77,8,26,8,38,4,58,1,3,,,,1
trouw_0288,Trouw,Premier May: Ik heb deze puinhoop veroorzaakt,2017-06-13,vandaag,4,309,ANP,2,,,,1,3,20,142,329,2,187,23,39,16,8,40,70,4,22,8,43,5,46,5,1,,,,1
trouw_0289,Trouw,Britse premier May en Noord-Ierse DUP zijn er nog altijd niet uit,2017-06-14,vandaag,6,365,TIM DE WIT,2,1,,,,3,19,202,414,3,212,23,52,37,21,48,90,6,25,4,38,4,62,4,2,1,,,
trouw_0291,Trouw,"Regeren is vooruitzien, ook in de EU en zeker nu",2017-06-16,vandaag,3,634,"MARNO DE BOER, REDACTIE POLITIEK",27,9,,2,,38,35,237,654,18,417,62,76,28,41,54,173,2,23,14,84,10,81,6,13,4,,1,
trouw_0292,Trouw,Brexit-gesprekken beginnen maandag,2017-06-16,buitenland,14,88,,2,,,,,2,6,34,89,1,55,6,11,1,3,14,22,5,4,5,8,1,7,2,1,,,,
trouw_0293,Trouw,Klaver keek niet achterom,2017-06-16,opinie,25,587,ROB DE WIJK,1,,,,2,3,40,272,600,3,328,34,69,48,31,56,133,20,39,4,62,8,89,7,1,,,,2
trouw_0294,Trouw,Hoe de volkspartijen kopje-onder gingen,2017-06-17,de verdieping,2,2019,SANDER BECKER,15,,,,,15,110,898,2143,10,1245,185,204,186,98,224,471,38,139,32,280,21,252,13,10,,,,
trouw_0295,Trouw,Onafhankelijke hackers aan een touwtje,2017-06-17,letter en geest,9,604,INEZ POLAK,8,1,,,,9,36,243,616,6,373,58,69,28,33,67,138,6,31,11,77,9,81,8,5,1,,,
trouw_0296,Trouw,Europese gedachte opnieuw in zwang,2017-06-17,buitenland,16,376,"SANDER BECKER, REDACTIE BUITENLAND",9,,,,,9,24,190,426,6,236,18,57,26,12,52,102,25,20,,48,6,56,4,6,,,,
trouw_0297,Trouw,"Arbeidsethos, maar ook idee van vrijheid",2017-06-17,cultuur en media,20,1240,JORIS BELGERS,3,7,,2,,12,105,680,1575,9,895,94,129,139,69,101,265,32,173,32,271,29,230,11,3,4,,2,
trouw_0298,Trouw,Brexit kan haast niet chaotischer beginnen,2017-06-19,vandaag,6,915,TIM DE WIT,8,7,,,1,16,53,461,1012,8,551,74,116,82,59,107,221,25,63,9,96,18,131,11,6,1,,,1
trouw_0299,Trouw,'Brexit vraagt om meer bankentoezicht',2017-06-19,economie,15,592,GEERT DEKKER,1,3,,2,4,10,33,256,628,6,372,45,76,46,33,50,145,8,42,18,74,14,74,3,1,2,,2,1
trouw_0300,Trouw,Onderhandelingen brexit van start,2017-06-20,buitenland,11,336,,4,,,,1,5,20,143,352,4,209,26,38,18,19,37,82,4,17,8,47,5,50,1,3,,,,1
trouw_0301,Trouw,May kon wel eens lang blijven spartelen,2017-06-21,vandaag,7,783,SANDER BECKER,,1,,,1,2,44,342,819,2,477,58,81,65,37,77,190,14,45,18,87,18,127,2,,1,,,1
trouw_0302,Trouw,"Uitgeklede, saaie Britse troonrede",2017-06-22,buitenland,13,626,TIM DE WIT,3,1,,,,4,40,342,711,3,369,35,100,47,35,82,160,10,49,10,72,8,94,9,2,1,,,
trouw_0303,Trouw,EU-top distantieert zich van Trump,2017-06-22,buitenland,14,597,CHRISTOPH SCHMIDT,15,4,,3,,22,28,279,652,19,373,47,70,53,26,72,158,6,39,13,84,9,72,3,14,4,,1,
trouw_0304,Trouw,JPMorgan breidt wellicht uit in A'dam,2017-06-22,economie,15,111,,1,2,,2,1,6,8,48,115,4,67,9,17,6,3,7,32,3,5,3,9,1,19,1,1,1,,1,1
trouw_0305,Trouw,Nederland moet rechtsstaat in Europa bevorderen,2017-06-23,de verdieping,6,1630,MARNO DE BOER,34,,,3,,37,95,807,1776,10,969,119,198,133,104,159,385,23,137,28,190,27,250,23,8,,,2,
trouw_0306,Trouw,May's voorstellen vallen slecht,2017-06-24,vandaag,3,795,CHRISTOPH SCHMIDT,5,7,,1,2,15,46,372,892,10,520,65,88,51,36,98,202,16,68,20,119,18,104,7,3,5,,1,1
trouw_0307,Trouw,Londense City begint de Brexit nu echt te voelen,2017-06-26,economie,12,578,"MARCO VISSER, REDACTIE ECONOMIE",6,6,,1,10,23,41,275,659,11,384,54,67,53,29,71,143,22,24,20,76,9,86,5,5,4,,1,1
trouw_0308,Trouw,May sluit duur akkoord met Noord-Ieren,2017-06-27,buitenland,10,447,"GIJS MOES, REDACTIE BUITENLAND",11,,,,1,12,27,196,493,5,297,37,59,23,19,55,120,13,22,11,61,9,55,9,4,,,,1
trouw_0310,Trouw,PvdA waakt over strenge bonusregeling bankiers,2017-06-28,nederland,9,539,"JELLE BRANDSMA, REDACTIE POLITIEK",3,,,2,1,6,31,259,594,3,335,26,84,44,25,72,160,6,19,14,56,13,73,2,1,,,1,1
trouw_0311,Trouw,Estland wordt de meest digitale EU-voorzitter ooit,2017-06-30,binnenland,7,421,CHRISTOPH SCHMIDT,9,5,,,1,15,25,223,496,8,273,29,49,40,20,49,106,21,31,5,62,11,65,8,5,2,,,1
trouw_0312,Trouw,Nieuws mijden,2017-07-01,letter en geest,2,512,LEONIE BREEBAART,,1,,,2,3,31,271,586,2,315,37,52,45,34,38,100,8,72,10,82,8,96,4,,1,,,1
trouw_0313,Trouw,Poetin maakt Rusland weer groot,2017-07-01,letter en geest,4,2072,MARK GALEOTTI,34,4,,1,1,40,157,1115,2382,15,1267,157,196,200,136,190,432,30,301,20,319,30,361,10,10,3,,1,1
trouw_0314,Trouw,'De wereld staat volledig op z'n kop',2017-07-01,de verdieping,8,1551,JOOST VAN VELZEN,9,2,,4,,15,177,861,1916,11,1055,132,142,180,107,110,322,29,189,60,316,50,261,18,7,1,,3,
trouw_0315,Trouw,De realiteitszin is nog niet groter geworden,2017-07-01,nederland,11,601,LEX OOMKES,1,,,1,1,3,34,298,639,3,341,43,68,67,37,64,128,7,42,5,62,12,100,4,1,,,1,1
trouw_0316,Trouw,The Spectator The Atlantic Aeon,2017-07-01,letter en geest,15,607,INEZ POLAK,1,,,,,1,46,279,665,1,386,47,67,45,26,67,135,12,47,10,97,11,94,7,1,,,,
trouw_0317,Trouw,Groot-Brittannië wil buitenlandse vissers weren,2017-07-03,nederland,6,329,"JAN KLEINNIJENHUIS, REDACTIE ECONOMIE",7,,,,,7,14,165,353,6,188,21,49,26,12,38,74,14,23,11,34,4,44,3,6,,,,
trouw_0318,Trouw,Ik lijk steeds meer op jou,2017-07-05,de verdieping,7,493,NATASCHA VAN WEEZEL,2,1,,,,3,38,339,602,3,263,43,48,70,39,25,67,5,126,7,59,10,100,3,2,1,,,
trouw_0319,Trouw,Dialoog,2017-07-06,de verdieping,2,1721,GIJS MOES,33,9,,1,,43,102,853,1899,30,1046,145,210,154,108,181,436,11,137,43,199,30,227,18,23,6,,1,
trouw_0320,Trouw,KPMG: Brexit levert veel douanewerk op,2017-07-07,economie,18,95,,2,,,,,2,6,34,88,2,54,7,9,4,4,9,18,4,3,4,11,1,14,,2,,,,
trouw_0321,Trouw,Brits gerommel doet ergste vrezen,2017-07-07,opinie,25,551,ROB DE WIJK,2,,,,,2,37,281,580,2,299,38,52,50,31,61,128,6,54,2,48,7,99,4,2,,,,
trouw_0322,Trouw,Onrust in Europa's achtertuin,2017-07-08,de verdieping,2,1914,GIJS MOES,34,3,,1,,38,158,1043,2229,22,1186,122,244,146,102,198,451,35,220,19,304,43,329,16,18,3,,1,
trouw_0323,Trouw,Jazz is behalve amusementsmuziek ook de muziek van de revolutie,2017-07-10,cultuur en media,11,671,MISCHA ANDRIESSEN,,,,,,,43,291,734,0,443,55,66,68,39,56,157,6,53,29,83,8,107,7,,,,,
trouw_0324,Trouw,Europarlement dreigt met brexit-veto,2017-07-11,buitenland,12,517,CHRISTOPH SCHMIDT,4,1,,,,5,24,240,560,4,320,48,66,38,21,68,119,15,25,7,67,7,67,12,3,1,,,
trouw_0325,Trouw,Johnson: De Europese Unie kan fluiten naar haar centen,2017-07-12,buitenland,12,453,VAN ONZE REDACTIE BUITENLAND,8,2,,,3,13,25,216,489,6,273,33,56,26,21,62,125,11,25,15,45,7,60,3,3,2,,,1
trouw_0326,Trouw,Amsterdam lokt EU-agentschap met 'Vivaldi' op Zuidas,2017-07-12,economie,15,389,CHRISTOPH SCHMIDT,1,10,,1,1,13,17,162,403,11,241,30,46,20,14,52,102,11,11,3,53,6,52,3,1,8,,1,1
trouw_0327,Trouw,Geïrriteerde Barnier wil dat Britten nu eens duidelijk zijn,2017-07-13,buitenland,10,455,CHRISTOPH SCHMIDT,5,1,,,3,9,23,222,506,6,284,23,51,42,16,46,112,15,43,4,75,9,68,2,4,1,,,1
trouw_0328,Trouw,Duits-Frans toestel in ontwikkeling,2017-07-14,buitenland,10,93,,7,,,,,7,5,34,89,5,55,3,8,4,6,8,22,3,6,3,10,1,13,2,5,,,,
trouw_0329,Trouw,Nieuwe liberale wereldorde,2017-07-14,opinie,19,556,ROB DE WIJK,9,3,,,,12,27,279,567,11,288,35,69,31,35,81,138,3,35,8,40,9,78,5,8,3,,,
trouw_0330,Trouw,Rutte tegen dubbel paspoort voor Nederlanders in Engeland,2017-07-15,vandaag,1,634,"WILMA KIESKAMP, REDACTIE POLITIEK",10,1,,,,11,44,280,679,6,399,51,65,45,28,64,141,9,53,9,96,9,105,4,5,1,,,
trouw_0331,Trouw,"Werkpact ouderenzorg: mooi, maar kwetsbaar",2017-07-15,vandaag,7,574,"LIDWIEN DOBBER, REDACTIE GEZONDHEID & ZORG",,,,1,,1,42,292,651,1,359,33,54,62,40,55,133,19,45,3,95,9,98,5,,,,1,
trouw_0332,Trouw,EasyJet dekt zich in tegen 'harde' Brexit,2017-07-15,economie,15,90,,1,1,,,,2,5,34,85,2,51,6,12,4,2,8,22,,6,4,7,1,13,,1,1,,,
trouw_0333,Trouw,'We staan plotseling op los zand',2017-07-17,vandaag,7,465,"KIM VAN DE WETERING, REDACTIE BINNENLAND",6,,,3,1,10,37,258,559,8,301,31,57,41,35,45,108,9,62,12,77,9,69,4,5,,,2,1
trouw_0334,Trouw,'Wij mochten niet eens stemmen',2017-07-17,vandaag,7,491,TIM DE WIT,8,1,,,2,11,38,252,577,5,325,29,49,44,32,27,101,21,76,10,81,10,96,1,3,1,,,1
trouw_0335,Trouw,Britse premier is al het lekken over brexitruzie beu,2017-07-18,vandaag,4,518,"SANDER BECKER, REDACTIE BUITENLAND",4,5,,,2,11,25,255,566,5,311,43,63,41,35,51,129,7,35,9,55,8,88,2,3,1,,,1
trouw_0336,Trouw,"Winnen, of die altijd loerende afgrond van verliezen",2017-07-19,service,12,552,MAAIKE BOS,,,,,,,43,284,652,0,368,35,58,44,35,46,119,14,72,17,99,10,99,4,,,,,
trouw_0337,Trouw,"Sorry Amsterdam, ook Citigroup kiest Frankfurt",2017-07-19,economie,13,617,"MARCO VISSER, REDACTIE ECONOMIE",6,5,,2,11,24,41,268,651,9,383,38,77,47,24,69,160,22,29,15,66,14,86,4,4,3,,1,1
trouw_0338,Trouw,PvdA moet koers verleggen en gaan voor steun van middenklasse,2017-07-19,opinie,17,618,"GERARD OOSTERWIJK EN ASTRID OOSENBURG, SAMEN KANDIDAAT VOOR HET PVDA-VOORZITTERSCHAP",4,,,1,,5,41,291,664,3,373,39,79,53,32,78,152,8,39,3,69,9,89,14,2,,,1,
trouw_0339,Trouw,Dubbel paspoort na Brexit onnodig,2017-07-19,opinie,17,485,,5,,,,,5,27,269,508,4,239,33,51,51,36,48,88,6,53,3,42,6,87,4,4,,,,
trouw_0340,Trouw,Brussel en Londen nog mijlenver uit elkaar,2017-07-21,vandaag,6,660,CHRISTOPH SCHMIDT,8,4,,1,3,16,47,318,779,8,461,56,75,47,26,79,174,33,42,10,115,12,100,10,4,2,,1,1
trouw_0341,Trouw,Bank of America verhuist hoofdkantoor naar Dublin,2017-07-24,economie,12,123,,2,2,,2,3,9,10,41,114,5,73,6,15,6,5,5,37,1,4,4,13,,16,2,2,1,,1,1
trouw_0342,Trouw,Groot-Brittannië en Duitsland weren zich tegen Chinees geld,2017-07-25,economie,11,756,"HANS NAUTA, REDACTIE ECONOMIE",16,2,,,,18,51,318,807,12,489,72,94,39,39,78,208,20,40,17,80,14,103,3,10,2,,,
trouw_0343,Trouw,Oost-Europa is verdeelder dan het lijkt,2017-07-27,vandaag,4,608,"JANNE CHAUDRON, REDACTIE BUITENLAND",20,5,,,,25,47,299,684,11,385,47,60,57,31,55,153,13,55,3,97,13,91,9,7,4,,,
trouw_0344,Trouw,"Trage groei Britse economie, gevolgen Brexit tekenen zich af",2017-07-27,economie,13,112,,,,,,,,8,47,109,0,62,11,16,5,1,16,23,7,4,2,10,1,12,1,,,,,
trouw_0345,Trouw,May stopt vrij personenverkeer,2017-08-01,buitenland,9,96,TROUW,,,,,,,5,40,90,0,50,7,14,1,3,9,28,1,6,3,6,,10,2,,,,,
trouw_0346,Trouw,'Japanse grootbank naar Amsterdam na Brexit',2017-08-01,economie,11,101,ANP,,1,,3,1,5,8,35,92,3,57,5,11,3,5,5,27,5,3,5,10,1,12,,,1,,1,1
trouw_0347,Trouw,Laten we over grenzen heen blijven kijken,2017-08-01,opinie,15,390,"GIJS WILDEMAN, LEZER TE ZEIST",8,1,,1,1,11,32,208,442,7,234,28,55,27,24,33,90,15,46,7,47,8,61,1,4,1,,1,1
trouw_0349,Trouw,Brexit zet de Britse economie onder druk,2017-08-04,economie,13,592,"JAN KLEINNIJENHUIS, REDACTIE ECONOMIE",2,,,,,2,29,291,645,1,354,57,74,43,30,87,135,16,25,7,59,9,95,8,1,,,,
trouw_0350,Trouw,Grote Britse bank lonkt naar Amsterdam,2017-08-05,economie,15,553,"JAN KLEINNIJENHUIS, REDACTIE ECONOMIE",3,3,,11,1,18,31,269,607,6,338,42,85,33,19,77,154,23,22,12,54,10,70,6,2,2,,1,1
trouw_0351,Trouw,Consument begint de Brexit te voelen,2017-08-08,economie,10,538,"MARCO VISSER, REDACTIE ECONOMIE",13,,,,2,15,33,270,595,10,325,36,69,47,30,72,147,14,28,7,58,9,72,6,9,,,,1
trouw_0352,Trouw,"CDA, stop met opportunistische kritiek op Europese Unie",2017-08-09,opinie,17,619,"CARINA VAN OS EN JACOB VAN DE BEETEN, KRITISCHE LEDEN VAN CDA-JONGERENORGANISATATIE CDJA",3,1,,,,4,37,311,642,3,331,57,65,51,34,68,130,4,48,4,66,8,103,4,2,1,,,
trouw_0354,Trouw,Nieuwe Ierse premier breekt met alle conventies,2017-08-12,buitenland,11,644,TIM DE WIT,9,2,,,2,13,44,333,735,7,402,71,84,50,27,67,150,14,64,11,93,10,88,6,3,2,,,2
trouw_0355,Trouw,Bank kan prima zonder bonus,2017-08-12,opinie,23,623,"MAURICE OOSTENDORP, DIRECTIEVOORZITTER VAN DE VOLKSBANK",1,,,,1,2,35,293,658,2,365,61,68,44,37,63,124,12,52,4,68,8,110,7,1,,,,1
trouw_0356,Trouw,"Harde Brexit, met overgangsperiode",2017-08-14,vandaag,5,486,TIM DE WIT,1,1,,,,2,27,224,508,2,284,39,55,43,22,50,108,6,46,6,52,5,74,2,1,1,,,
trouw_0357,Trouw,Groot-Brittannië wil tijdelijk een douane-unie met EU,2017-08-16,buitenland,10,309,,4,,,,,4,18,138,332,2,194,23,37,19,11,46,75,5,19,10,45,5,35,2,2,,,,
trouw_0358,Trouw,Ierland verwelkomt Brits grensplan,2017-08-17,buitenland,10,98,,6,,,,2,8,5,41,98,4,57,5,14,6,6,11,28,,2,2,11,,13,,3,,,,1
trouw_0359,Trouw,Eurozone niet klaar voor nieuwe crisis,2017-08-19,economie,16,540,"JAN KLEINNIJENHUIS, REDACTIE ECONOMIE",4,,,,,4,27,266,574,2,308,41,82,32,21,77,120,5,23,9,73,7,79,5,2,,,,
trouw_0360,Trouw,Zo rationeel zijn we helemaal niet,2017-08-22,religie en filosofie,9,595,GER GROOT,1,,,,,1,38,311,647,1,336,50,72,66,25,73,129,6,59,2,66,9,82,8,1,,,,
trouw_0361,Trouw,Big Ben zwijgt als Brexit feit is,2017-08-22,buitenland,11,255,TIM DE WIT,,,,,,,22,128,296,0,168,16,21,23,12,30,57,13,17,13,41,5,46,2,,,,,
trouw_0362,Trouw,Wiebelige weken,2017-08-23,de verdieping,16,531,WIM BOEVINK,1,,,1,,2,30,299,634,2,335,43,61,51,47,54,110,7,67,1,94,14,84,1,1,,,1,
trouw_0363,Trouw,Regeerakkoord is feest voor uitdagers,2017-08-26,de verdieping,5,804,HANS GOSLINGA,2,,,,,2,42,391,850,2,459,61,100,61,44,104,197,13,49,9,83,10,117,2,2,,,,
trouw_0364,Trouw,Armoede in The Black Country,2017-08-28,de verdieping,2,330,MERLIN DALEMAN,3,,,,7,10,43,215,524,6,309,21,42,48,22,38,117,16,43,13,77,10,76,1,1,,,,5
trouw_0365,Trouw,Britse regering koerst af op zachtere Brexit...,2017-08-28,vandaag,4,623,TIM DE WIT,5,4,,,3,12,42,319,721,8,402,37,82,54,35,73,161,10,38,10,80,11,121,9,4,1,,,3
trouw_0366,Trouw,... en dat komt doordat het land de economische pijn al voelt,2017-08-28,vandaag,5,709,ERIK VAN ZWAM,3,1,,,1,5,49,332,777,4,445,64,79,55,30,94,188,33,21,10,88,12,84,19,2,1,,,1
trouw_0367,Trouw,Onderhandelingen over Brexit verlopen stroef,2017-09-01,buitenland,12,286,,5,2,,,1,8,16,142,319,6,177,17,39,18,15,36,80,5,15,5,40,8,40,1,4,1,,,1
trouw_0368,Trouw,May haalt band met Japan aan,2017-09-01,economie,17,504,"HANS NAUTA, REDACTIE ECONOMIE",17,2,,,,19,28,208,554,3,346,34,71,24,32,44,152,22,16,13,65,8,62,11,2,1,,,
trouw_0369,Trouw,"Brexitklok tikt door, maar het overleg zit vast",2017-09-02,buitenland,14,579,TIM DE WIT,4,2,,,,6,34,298,647,5,349,40,78,39,37,74,143,7,40,13,74,7,94,1,4,1,,,
trouw_0370,Trouw,Wereldse studenten,2017-09-04,de verdieping,2,1292,PETRA VISSERS,23,7,,1,5,36,108,759,1512,16,753,94,150,129,78,106,269,36,193,11,179,28,233,6,9,4,,1,2
trouw_0371,Trouw,Onderzoek: stop niet met referendum,2017-09-05,vandaag,1,657,"HANS MARIJNISSEN, REDACTIE BINNENLAND",5,,,3,,8,33,289,668,4,379,50,58,51,36,69,143,13,34,9,76,14,108,7,3,,,1,
trouw_0372,Trouw,"'Het referendum moet groeien, koester het'",2017-09-05,nederland,6,661,"HANS MARIJNISSEN, REDACTIE BINNENLAND",18,,,1,,19,38,345,711,11,366,45,70,67,43,69,149,7,54,8,86,7,104,2,10,,,1,
trouw_0373,Trouw,Britse militairen wilden aanslag plegen,2017-09-06,vandaag,5,466,TIM DE WIT,3,,,,4,7,34,193,493,6,300,36,45,25,19,40,112,8,34,19,64,9,76,6,2,,,,4
trouw_0374,Trouw,EU-migrant lijkt na de Brexit echt niet meer welkom,2017-09-07,vandaag,6,570,TIM DE WIT,2,,,,,2,37,274,635,1,361,47,71,43,24,51,143,20,43,7,79,9,95,3,1,,,,
trouw_0375,Trouw,May weigert EU-parlement in te lichten over Brexit,2017-09-08,buitenland,16,493,CHRISTOPH SCHMIDT,3,3,,,4,10,23,200,501,6,301,40,69,30,19,58,124,7,22,8,59,10,50,5,3,2,,,1
trouw_0376,Trouw,Gelijkheid is de vijand van gelijkwaardigheid,2017-09-09,wetenschap,17,720,MARK VAN VUGT,1,2,,,,3,47,340,740,3,400,54,76,46,51,65,165,15,58,8,90,8,102,2,1,2,,,
trouw_0377,Trouw,Weer een bizarre Akzo-dag,2017-09-09,economie,19,703,"KOOS SCHWARTZ, REDACTIE ECONOMIE",1,1,,,,2,35,321,738,2,417,38,77,50,47,62,181,18,47,10,80,10,112,6,1,1,,,
trouw_0378,Trouw,Troonrede,2017-09-12,religie en filosofie,11,572,JEAN-JACQUES SUURMOND,9,,,,,9,39,326,654,8,328,42,71,53,39,63,119,6,74,5,62,10,106,4,8,,,,
trouw_0379,Trouw,Primark voorziet betere resultaten,2017-09-12,economie,16,94,,1,,,,,1,7,35,94,1,59,6,11,5,4,9,24,4,3,4,11,1,11,1,1,,,,
trouw_0380,Trouw,Eindelijk een EU-troonrede zonder crisis,2017-09-13,vandaag,4,558,CHRISTOPH SCHMIDT,9,4,,,1,14,30,268,605,12,337,50,70,53,23,64,135,5,21,7,72,10,75,20,8,3,,,1
trouw_0381,Trouw,Juncker tegen Europa van verschillende snelheden,2017-09-14,vandaag,7,800,CHRISTOPH SCHMIDT,13,3,,,,16,47,373,923,13,550,64,102,70,35,75,212,13,50,17,145,20,108,12,11,2,,,
trouw_0382,Trouw,Herfststorm,2017-09-14,de verdieping,20,502,WIM BOEVINK,5,,,,,5,44,241,628,3,387,26,60,36,28,54,138,5,58,23,96,25,78,1,3,,,,
trouw_0383,Trouw,Juncker toont lef met visie op EU,2017-09-14,opinie,21,450,,3,,,,,3,25,221,492,3,271,40,51,45,26,34,96,9,45,3,66,7,67,3,3,,,,
trouw_0384,Trouw,Veel minder Oost-Europese fruitplukkers door Brexit,2017-09-15,economie,15,456,"MARCO VISSER, REDACTIE ECONOMIE",5,,,,,5,29,203,501,4,298,30,49,29,27,55,124,9,37,7,67,7,57,3,4,,,,
trouw_0385,Trouw,Fatsoen wint het van onze genocidale impuls,2017-09-16,letter en geest,10,1705,JORIS BELGERS,9,5,,2,2,18,162,901,1956,11,1055,131,149,155,134,134,352,18,226,11,281,33,314,18,5,4,,1,1
trouw_0386,Trouw,Britten hopen dat herverkiezing de Brexit-impasse doorbreekt,2017-09-20,de verdieping,2,447,TIM DE WIT,5,1,,,,6,24,215,492,3,277,28,58,53,19,59,106,12,19,12,51,6,66,3,2,1,,,
trouw_0387,Trouw,Hoogst actuele analyse van recente politieke ontwikkelingen,2017-09-20,religie en filosofie,11,697,HANS DIJKHUIS,6,1,,,,7,32,329,760,5,431,57,78,42,40,72,167,13,58,12,96,23,101,1,4,1,,,
trouw_0388,Trouw,May hoopt de impasse te doorbreken,2017-09-22,buitenland,12,632,TIM DE WIT,,8,,,,8,40,339,714,2,375,41,76,63,34,81,152,21,53,6,68,11,106,2,,2,,,
trouw_0389,Trouw,Waar is de visie van Rutte?,2017-09-22,opinie,23,557,ROB DE WIJK,6,,,,,6,35,270,581,2,311,44,58,44,43,66,124,2,38,2,58,9,88,5,2,,,,
trouw_0390,Trouw,Londen blijft dralen bij uitgang EU,2017-09-23,vandaag,3,545,CHRISTOPH SCHMIDT,3,5,,,1,9,32,265,612,6,347,34,63,39,25,52,129,22,59,6,75,10,94,4,3,2,,,1
trouw_0391,Trouw,Sie kennen mich,2017-09-23,letter en geest,4,2258,HANS DE BRUIJN,7,2,,,,9,206,1211,2620,4,1409,174,215,232,109,194,470,42,338,11,379,46,398,12,2,2,,,
trouw_0392,Trouw,Colin Firth wordt Italiaan om Brexit,2017-09-25,vandaag,2,126,,2,,,,,2,6,48,128,2,80,7,8,9,8,14,34,2,3,11,11,1,20,,2,,,,
trouw_0393,Trouw,Ierse boeren vrezen harde Brexit,2017-09-27,economie,17,644,TIM DE WIT,10,3,,,,13,44,324,746,6,422,58,71,55,40,71,147,18,56,13,98,8,106,5,4,2,,,
trouw_0394,Trouw,'Europa heeft nieuw gereedschap nodig',2017-09-28,de verdieping,4,1837,CHRISTOPH SCHMIDT,14,6,,3,,23,127,927,2092,13,1165,137,198,156,95,159,420,37,201,37,308,35,284,25,7,3,,3,
trouw_0395,Trouw,Labour-leider Corbyn is vol zelfvertrouwen,2017-09-28,buitenland,13,506,TIM DE WIT,2,1,,,1,4,45,276,617,3,341,39,63,54,22,50,125,14,60,7,90,8,78,7,1,1,,,1
trouw_0396,Trouw,Grenzen,2017-09-29,vandaag,2,520,STEVO AKKERMAN,4,4,,1,1,10,24,287,572,9,285,41,55,52,43,39,108,9,65,3,67,7,82,1,4,3,,1,1
trouw_0397,Trouw,Onderhandelingen Brexit wat vlotter door speech May,2017-09-29,buitenland,11,297,,1,2,,,2,5,16,130,313,4,183,18,27,21,15,26,69,5,27,6,39,6,47,7,1,2,,,1
