,phrase,id,annotation,timestamp
888,Kati,leeuw_0005,-,2019-11-26 20:50:07.626285
889,Kaunas,trouw_0442,+,2019-11-26 20:50:11.466019
890,Kaya,volks_0164,-,2019-11-26 20:50:24.936106
891,Kaya,trouw_0161,-,2019-11-26 20:50:27.261196
892,Kearney,trouw_0133,-,2019-11-26 20:50:29.347725
893,Kearney,volks_0031,-,2019-11-26 20:50:30.570825
894,Keizer,volks_0306,-,2019-11-26 20:50:32.399093
895,Keizer,leeuw_0129,-,2019-11-26 20:50:33.692327
896,Keizer,teleg_0085,-,2019-11-26 20:50:35.043168
897,Keizer,trouw_0048,-,2019-11-26 20:50:36.449692
898,Keizer,volks_0063,-,2019-11-26 20:50:37.757980
899,Keller,teleg_0374,-,2019-11-26 20:50:40.685598
900,Kempen,teleg_0056,-,2019-11-26 20:51:04.138382
901,Kendall,volks_0473,-,2019-11-26 20:51:06.497019
902,Kendall,teleg_0316,-,2019-11-26 20:51:08.326819
903,Kensington,teleg_0003,-,2019-11-26 20:51:50.045107
904,Kensington,teleg_0381,-,2019-11-26 20:51:51.551545
905,Kensington,volks_0430,-,2019-11-26 20:51:53.224211
906,Kensington,trouw_0312,-,2019-11-26 20:51:55.471200
907,Kensington,volks_0322,-,2019-11-26 20:51:57.446881
908,Kent,teleg_0381,-,2019-11-26 20:52:22.294672
909,Kent,volks_0409,-,2019-11-26 20:52:28.072884
910,Kent,volks_0321,-,2019-11-26 20:52:30.396123
911,Kent,trouw_0483,-,2019-11-26 20:52:33.500281
912,Kent,volks_0562,-,2019-11-26 20:52:35.825874
913,Keulen,trouw_0430,+,2019-11-26 20:52:45.409604
914,Keulen,volks_0264,+,2019-11-26 20:52:46.897743
915,Keulen,volks_0570,+,2019-11-26 20:52:48.357089
916,Keulen,leeuw_0229,+,2019-11-26 20:52:49.855085
917,Khanna,trouw_0396,-,2019-11-26 20:53:05.177948
918,Khartoem,trouw_0113,+,2019-11-26 20:53:07.517057
919,Kiev,volks_0106,+,2019-11-26 20:53:09.659534
920,Kiev,leeuw_0090,+,2019-11-26 20:53:11.051125
921,Kiev,trouw_0228,+,2019-11-26 20:53:12.496346
922,Kimberley,volks_0287,-,2019-11-26 20:53:15.045819
923,King,trouw_0392,-,2019-11-26 20:53:16.935448
924,King,volks_0116,-,2019-11-26 20:53:18.466276
925,King,volks_0519,-,2019-11-26 20:53:19.831152
926,King,teleg_0032,-,2019-11-26 20:53:21.416892
927,King,volks_0447,-,2019-11-26 20:53:22.829120
928,Kingston,teleg_0452,-,2019-11-26 20:53:25.262114
929,Kingston,leeuw_0230,-,2019-11-26 20:53:27.182641
930,Kirkuk,volks_0493,+,2019-11-26 20:53:30.674517
931,Kisangani,volks_0242,+,2019-11-26 20:53:42.237699
932,Kitchener,volks_0229,-,2019-11-26 20:53:45.365427
933,Kleef,trouw_0124,-,2019-11-26 20:53:47.494343
934,Kobayashi,leeuw_0229,-,2019-11-26 20:53:50.870811
935,Koblenz,leeuw_0031,+,2019-11-26 20:53:53.038319
936,Koblenz,trouw_0114,+,2019-11-26 20:54:04.135790
937,Koblenz,leeuw_0050,+,2019-11-26 20:54:06.457994
938,Koblenz,trouw_0141,+,2019-11-26 20:54:07.786620
939,Koblenz,volks_0246,+,2019-11-26 20:54:09.086577
940,Komen,trouw_0103,-,2019-11-26 20:54:12.198713
941,Komen,trouw_0400,-,2019-11-26 20:54:13.759769
942,Komen,volks_0492,-,2019-11-26 20:54:15.013915
943,Kopenhagen,teleg_0489,+,2019-11-26 20:54:16.933037
944,Kopenhagen,volks_0537,+,2019-11-26 20:54:18.147181
945,Kopenhagen,trouw_0197,+,2019-11-26 20:54:19.702460
946,Kopenhagen,teleg_0203,+,2019-11-26 20:54:21.149429
947,Kopenhagen,volks_0546,+,2019-11-26 20:54:22.483012
948,Koper,teleg_0111,-,2019-11-26 20:54:24.853504
949,Kos,volks_0504,+,2019-11-26 20:54:31.606927
950,Koster,teleg_0017,-,2019-11-26 20:54:33.911100
951,Koster,teleg_0163,-,2019-11-26 20:54:35.461148
952,Lacey,trouw_0470,-,2019-11-26 20:54:37.824267
953,Lacey,volks_0430,-,2019-11-26 20:54:39.428668
954,Lage,volks_0482,-,2019-11-26 20:54:45.503834
955,Lage,teleg_0222,-,2019-11-26 20:54:47.091772
956,Lage,trouw_0033,-,2019-11-26 20:54:48.487428
957,Lage,volks_0588,-,2019-11-26 20:54:49.925263
958,Lage,trouw_0247,-,2019-11-26 20:54:51.297488
959,Lagos,volks_0395,+,2019-11-26 20:54:56.306624
960,Lahore,trouw_0385,+,2019-11-26 20:55:06.801588
961,Lahore,volks_0188,+,2019-11-26 20:55:08.673313
962,Lanaken,teleg_0011,+,2019-11-26 20:55:17.942223
963,Lancaster,leeuw_0017,-,2019-11-26 20:55:30.742821
964,Lancaster,trouw_0027,-,2019-11-26 20:55:34.924219
965,Lancaster,volks_0045,-,2019-11-26 20:55:36.836932
966,Lancaster,trouw_0024,-,2019-11-26 20:55:38.566333
967,Lancaster,teleg_0035,-,2019-11-26 20:55:39.955633
968,Landen,teleg_0387,-,2019-11-26 20:55:42.543399
969,Landen,trouw_0071,-,2019-11-26 20:55:45.311387
970,Landen,teleg_0162,-,2019-11-26 20:55:46.615813
971,Landen,trouw_0242,-,2019-11-26 20:55:48.389663
972,Landen,trouw_0116,-,2019-11-26 20:55:49.982014
973,Lara,trouw_0316,-,2019-11-26 20:55:52.364305
974,Las Vegas,teleg_0051,+,2019-11-26 20:55:54.908140
975,Laurens,teleg_0133,-,2019-11-26 20:55:57.507275
976,Laurens,teleg_0187,-,2019-11-26 20:55:59.010098
977,Laurens,volks_0031,-,2019-11-26 20:56:00.319634
978,Lawrence,volks_0307,-,2019-11-26 20:56:02.444386
979,Lawrence,volks_0185,-,2019-11-26 20:56:11.464772
980,Leer,leeuw_0265,-,2019-11-26 20:56:13.823185
981,Leer,volks_0448,-,2019-11-26 20:56:15.236845
982,Leer,leeuw_0139,-,2019-11-26 20:56:17.001081
983,Leers,volks_0408,-,2019-11-26 20:56:19.240362
984,Leipzig,volks_0546,+,2019-11-26 20:56:21.566261
985,Leon,volks_0290,-,2019-11-26 20:56:23.988206
986,Leon,volks_0328,-,2019-11-26 20:56:25.398161
987,Leopold,trouw_0183,-,2019-11-26 20:56:27.512448
988,Leuven,volks_0520,+,2019-11-26 20:56:29.530944
989,Lib,teleg_0214,-,2019-11-26 20:56:31.941939
990,Lib,teleg_0173,-,2019-11-26 20:56:33.785815
991,Lib,leeuw_0236,-,2019-11-26 20:56:35.515642
992,Lib,teleg_0046,-,2019-11-26 20:56:37.074603
993,Lib,trouw_0198,-,2019-11-26 20:56:38.621563
994,Liberal,trouw_0283,-,2019-11-26 20:56:40.825616
995,Liberal,volks_0206,-,2019-11-26 20:56:42.046601
996,Liberal,teleg_0204,-,2019-11-26 20:56:43.392647
997,Liberal,leeuw_0150,-,2019-11-26 20:56:44.728602
998,Liberal,volks_0057,-,2019-11-26 20:56:46.046908
999,Liberty,volks_0577,-,2019-11-26 20:56:48.271755
1000,Liberty,trouw_0171,-,2019-11-26 20:56:49.691338
1001,Liberty,trouw_0279,-,2019-11-26 20:56:51.095111
1002,Lille,volks_0371,+,2019-11-26 20:56:53.098933
1003,Lille,volks_0469,+,2019-11-26 20:56:54.512188
1004,Lille,leeuw_0192,+,2019-11-26 20:56:56.015081
1005,Lille,trouw_0197,+,2019-11-26 20:56:57.487726
1006,Lille,trouw_0445,+,2019-11-26 20:56:58.741792
1007,Limburg,volks_0468,-,2019-11-26 20:57:09.435079
1008,Limburg,volks_0034,-,2019-11-26 20:57:11.243539
1009,Limburg,trouw_0130,-,2019-11-26 20:57:13.121418
1010,Limburg,leeuw_0246,-,2019-11-26 20:57:17.777407
1011,Limburg,volks_0108,-,2019-11-26 20:57:19.192686
1012,Lincoln,volks_0093,-,2019-11-26 20:57:22.160268
1013,Lincoln,volks_0487,-,2019-11-26 20:57:29.053310
1014,Lincoln,trouw_0070,-,2019-11-26 20:57:30.516906
1015,Lincoln,teleg_0210,-,2019-11-26 20:57:31.984540
1016,Lincoln,volks_0435,-,2019-11-26 20:57:33.449759
1017,Lincolnshire,teleg_0156,-,2019-11-26 20:58:00.893416
1018,Lincolnshire,volks_0173,-,2019-11-26 20:58:08.534975
1019,Linda,volks_0050,-,2019-11-26 20:58:21.754241
1020,Linda,volks_0216,-,2019-11-26 20:58:23.249996
1021,Linda,volks_0487,-,2019-11-26 20:58:24.909443
1022,Linden,trouw_0139,-,2019-11-26 20:58:27.651232
1023,Linden,volks_0416,-,2019-11-26 20:58:29.095061
1024,Lindsay,volks_0160,-,2019-11-26 20:58:31.146907
1025,Lingen,volks_0188,-,2019-11-26 20:58:33.119058
1026,Lissabon,volks_0371,+,2019-11-26 20:58:35.001323
1027,Lissabon,teleg_0308,+,2019-11-26 20:58:36.373763
1028,Lissabon,trouw_0274,+,2019-11-26 20:58:37.621281
1029,Lissabon,trouw_0032,+,2019-11-26 20:58:39.135861
1030,Lissabon,trouw_0150,+,2019-11-26 20:58:40.601632
1031,Livingstone,volks_0285,-,2019-11-26 20:58:43.114718
1032,Livingstone,volks_0160,-,2019-11-26 20:58:44.434758
1033,Livingstone,volks_0009,-,2019-11-26 20:58:45.619525
1034,Ljubljana,trouw_0035,+,2019-11-26 20:58:52.414556
1035,Lom,volks_0106,-,2019-11-26 20:58:55.399690
1036,Lombard,teleg_0472,-,2019-11-26 20:58:58.392646
1037,Lomonosov,trouw_0125,-,2019-11-26 20:59:16.523961
1038,London,trouw_0146,-,2019-11-26 20:59:26.596281
1039,London,volks_0346,-,2019-11-26 20:59:53.344254
1040,London,volks_0477,-,2019-11-26 20:59:55.750809
1041,London,volks_0499,-,2019-11-26 21:00:03.178839
1042,London,volks_0418,-,2019-11-26 21:00:08.521504
1043,Londonderry,trouw_0103,-,2019-11-26 21:00:39.404446
1044,Long,volks_0447,-,2019-11-26 21:00:41.967383
1045,Long,teleg_0432,-,2019-11-26 21:00:43.266550
1046,Long,trouw_0263,-,2019-11-26 21:00:44.800410
1047,Long,volks_0116,-,2019-11-26 21:00:46.647271
1048,Loop,volks_0309,-,2019-11-26 21:00:48.669403
1049,Loop,leeuw_0031,-,2019-11-26 21:00:49.832571
1050,Loop,trouw_0035,-,2019-11-26 21:00:50.851929
1051,Loop,volks_0449,-,2019-11-26 21:00:52.323309
1052,Lopez,teleg_0177,-,2019-11-26 21:00:54.824647
1053,Lorraine,teleg_0107,-,2019-11-26 21:00:56.878056
1054,Los Angeles,volks_0546,+,2019-11-26 21:00:59.239672
1055,Los Angeles,volks_0447,+,2019-11-26 21:01:00.880992
1056,Los Angeles,teleg_0191,+,2019-11-26 21:01:02.174089
1057,Los Angeles,teleg_0385,+,2019-11-26 21:01:03.829196
1058,Lotte,trouw_0352,-,2019-11-26 21:01:05.892223
1059,Lourdes,volks_0020,+,2019-11-26 21:01:08.341219
1060,Louvain-la-Neuve,volks_0457,+,2019-11-26 21:01:11.407285
1061,Louvain-la-Neuve,trouw_0394,+,2019-11-26 21:01:13.029303
1062,Louvain-la-Neuve,trouw_0099,+,2019-11-26 21:01:14.474568
1063,Lucas,teleg_0118,-,2019-11-26 21:01:17.799057
1064,Lucas,volks_0189,-,2019-11-26 21:01:19.528244
1065,Lucas,teleg_0056,-,2019-11-26 21:01:21.126923
1066,Lucas,volks_0081,-,2019-11-26 21:01:22.707470
1067,Ludhiana,trouw_0098,+,2019-11-26 21:01:30.934931
1068,Ludwigsburg,volks_0438,+,2019-11-26 21:01:34.992548
1069,Luik,teleg_0099,+,2019-11-26 21:01:38.465431
1070,Lutz,volks_0279,-,2019-11-26 21:01:41.073562
1071,Lutz,trouw_0165,-,2019-11-26 21:01:42.724392
1072,Lyndon,trouw_0207,-,2019-11-26 21:01:44.974479
1073,Lyndon,volks_0557,-,2019-11-26 21:01:46.406602
1074,Lyon,volks_0168,+,2019-11-26 21:01:48.870339
1075,Lyon,volks_0075,+,2019-11-26 21:01:50.461551
1076,Lyon,volks_0324,+,2019-11-26 21:01:52.023193
1077,Lyon,teleg_0067,+,2019-11-26 21:01:53.641024
1078,Lyon,trouw_0011,+,2019-11-26 21:01:55.071383
1079,Machina,teleg_0103,-,2019-11-26 21:01:58.407320
1080,Madrid,trouw_0149,+,2019-11-26 21:02:00.295372
1081,Madrid,volks_0135,+,2019-11-26 21:02:01.549445
1082,Madrid,leeuw_0260,+,2019-11-26 21:02:02.728283
1083,Madrid,trouw_0183,+,2019-11-26 21:02:03.907992
1084,Madrid,volks_0482,+,2019-11-26 21:02:05.133199
1085,Magna,volks_0150,-,2019-11-26 21:02:11.162981
1086,Malaya,volks_0185,+,2019-11-26 21:02:25.237161
1087,Man,volks_0321,-,2019-11-26 21:02:27.190830
1088,Man,volks_0519,-,2019-11-26 21:02:28.650066
1089,Man,volks_0435,-,2019-11-26 21:02:30.146466
1090,Man,volks_0254,-,2019-11-26 21:02:31.619574
1091,Man,teleg_0346,-,2019-11-26 21:02:33.124775
1092,Mandalay,volks_0470,-,2019-11-26 21:02:36.519269
1093,Mango,leeuw_0124,-,2019-11-26 21:02:42.946337
1094,Manhattan,trouw_0084,+,2019-11-26 21:02:45.390498
1095,Manor,volks_0189,-,2019-11-26 21:02:48.351846
1096,Manor,volks_0003,-,2019-11-26 21:02:50.031592
1097,Mao,trouw_0496,-,2019-11-26 21:02:52.198454
1098,Mao,volks_0285,-,2019-11-26 21:02:53.777392
1099,Mao,volks_0580,-,2019-11-26 21:02:55.336944
1100,Mao,leeuw_0143,-,2019-11-26 21:02:56.601872
1101,Mao,volks_0085,-,2019-11-26 21:02:58.097692
1102,Marbella,volks_0476,+,2019-11-26 21:03:03.913983
1103,Marco,volks_0031,-,2019-11-26 21:03:05.925429
1104,Marco,leeuw_0112,-,2019-11-26 21:03:08.193167
1105,Marco,leeuw_0114,-,2019-11-26 21:03:09.751857
1106,Marco,leeuw_0253,-,2019-11-26 21:03:11.385251
1107,Marco,leeuw_0265,-,2019-11-26 21:03:12.680708
1108,Mari,leeuw_0058,-,2019-11-26 21:03:16.040798
1109,Mari,volks_0524,-,2019-11-26 21:03:18.060948
1110,Mariano,trouw_0460,-,2019-11-26 21:03:24.481275
1111,Mariano,leeuw_0260,-,2019-11-26 21:03:25.893683
1112,Mariano,trouw_0400,-,2019-11-26 21:03:27.250820
1113,Marina,volks_0551,-,2019-11-26 21:03:32.690095
1114,Marion,volks_0361,-,2019-11-26 21:03:35.173206
1115,Marion,volks_0012,-,2019-11-26 21:03:36.672279
1116,Marion,volks_0455,-,2019-11-26 21:03:38.754650
1117,Maros,volks_0072,-,2019-11-26 21:03:43.345273
1118,Marshall,trouw_0232,-,2019-11-26 21:03:46.297317
1119,Marshall,trouw_0410,-,2019-11-26 21:03:47.698983
1120,Marshall,teleg_0430,-,2019-11-26 21:03:48.979693
1121,Marshall,trouw_0429,-,2019-11-26 21:03:50.410399
1122,Marshall,volks_0498,-,2019-11-26 21:03:52.225652
1123,Martin,volks_0480,-,2019-11-26 21:03:53.997806
1124,Martin,teleg_0085,-,2019-11-26 21:03:55.770901
1125,Martin,teleg_0031,-,2019-11-26 21:03:57.333769
1126,Martin,leeuw_0234,-,2019-11-26 21:03:58.790636
1127,Martin,trouw_0391,-,2019-11-26 21:04:00.188015
1128,Marx,trouw_0497,-,2019-11-26 21:04:02.520045
1129,Marx,volks_0285,-,2019-11-26 21:04:03.916455
1130,Marx,trouw_0114,-,2019-11-26 21:04:05.526726
1131,Mary,trouw_0277,-,2019-11-26 21:04:07.660668
1132,Mary,volks_0160,-,2019-11-26 21:04:09.154632
1133,Mary,volks_0519,-,2019-11-26 21:04:10.426004
1134,Mary,trouw_0074,-,2019-11-26 21:04:11.924466
1135,Mary,trouw_0257,-,2019-11-26 21:04:13.433619
1136,Mason,volks_0076,-,2019-11-26 21:04:15.568940
1137,Massa,trouw_0064,-,2019-11-26 21:04:18.452431
1138,McGregor,volks_0061,-,2019-11-26 21:04:20.411683
1139,McKenzie,teleg_0047,-,2019-11-26 21:04:22.311406
1140,McRae,teleg_0462,-,2019-11-26 21:04:24.239842
1141,Mede,leeuw_0133,-,2019-11-26 21:04:26.104493
1142,Mede,trouw_0098,-,2019-11-26 21:04:27.279659
1143,Mede,volks_0130,-,2019-11-26 21:04:28.255550
1144,Mede,trouw_0135,-,2019-11-26 21:04:29.392092
1145,Mede,leeuw_0270,-,2019-11-26 21:04:30.642679
1146,Media,trouw_0403,-,2019-11-26 21:04:32.610124
1147,Media,volks_0274,-,2019-11-26 21:04:33.868106
1148,Media,volks_0020,-,2019-11-26 21:04:35.138009
1149,Media,leeuw_0277,-,2019-11-26 21:04:36.348726
1150,Media,volks_0099,-,2019-11-26 21:04:37.663356
1151,Mekka,trouw_0113,+,2019-11-26 21:04:42.804302
1152,Melbourne,volks_0358,+,2019-11-26 21:04:45.008009
1153,Melbourne,volks_0097,-,2019-11-26 21:04:49.528029
1154,Melle,volks_0011,-,2019-11-26 21:04:52.421351
1155,Melle,volks_0122,-,2019-11-26 21:04:53.753811
1156,Melle,volks_0585,-,2019-11-26 21:04:55.118142
1157,Melville,volks_0579,-,2019-11-26 21:04:58.866426
1158,Menlo Park,volks_0200,+,2019-11-26 21:05:09.805956
1159,Mercedes,trouw_0294,-,2019-11-26 21:05:13.751436
1160,Merrick,volks_0506,-,2019-11-26 21:05:15.808774
1161,Merritt,trouw_0150,-,2019-11-26 21:05:18.959485
1162,Messias,teleg_0285,-,2019-11-26 21:05:21.202186
1163,Messias,volks_0412,-,2019-11-26 21:05:22.858183
1164,Metro,teleg_0363,-,2019-11-26 21:05:28.976217
1165,Metropolis,teleg_0366,-,2019-11-26 21:05:30.905666
1166,Metz,volks_0080,+,2019-11-26 21:05:34.853513
1167,Miami,volks_0480,+,2019-11-26 21:05:37.172258
1168,Middlebury,trouw_0070,-,2019-11-26 21:05:47.646584
1169,Milaan,trouw_0446,+,2019-11-26 21:05:50.813132
1170,Milaan,teleg_0489,+,2019-11-26 21:05:52.650630
1171,Milaan,leeuw_0229,+,2019-11-26 21:05:54.268084
1172,Milaan,teleg_0438,+,2019-11-26 21:05:55.734897
1173,Milaan,leeuw_0192,+,2019-11-26 21:05:57.278288
1174,Milan,trouw_0447,-,2019-11-26 21:06:01.036634
1175,Milan,trouw_0343,-,2019-11-26 21:06:03.382615
1176,Milan,trouw_0460,-,2019-11-26 21:06:04.888355
1177,Milton,volks_0479,-,2019-11-26 21:06:07.107591
1178,Minsk,trouw_0056,+,2019-11-26 21:06:09.442529
1179,Minsk,volks_0097,+,2019-11-26 21:06:11.231454
1180,Minsk,trouw_0410,+,2019-11-26 21:06:12.802661
1181,Miranda,teleg_0425,-,2019-11-26 21:06:15.171695
1182,Miranda,volks_0152,-,2019-11-26 21:06:16.916582
1183,Mission,volks_0567,-,2019-11-26 21:06:19.470744
1184,Mitchell,volks_0369,-,2019-11-26 21:06:22.348775
1185,Mitchell,trouw_0432,-,2019-11-26 21:06:23.859104
1186,Mitchell,leeuw_0271,-,2019-11-26 21:06:25.131012
1187,Mobile,volks_0395,-,2019-11-26 21:06:27.940353
1188,Moe,trouw_0228,-,2019-11-26 21:06:29.963407
1189,Mogadishu,volks_0010,+,2019-11-26 21:06:32.143669
1190,Mojo,volks_0112,-,2019-11-26 21:06:35.674991
1191,Mol,leeuw_0277,-,2019-11-26 21:06:37.890455
1192,Mol,trouw_0048,-,2019-11-26 21:06:41.154187
1193,Mol,teleg_0143,-,2019-11-26 21:06:42.702058
1194,Mol,volks_0133,-,2019-11-26 21:06:44.264109
1195,Molina,volks_0130,-,2019-11-26 21:06:46.580047
1196,Monsanto,teleg_0163,-,2019-11-26 21:07:15.363569
1197,Monsanto,volks_0500,-,2019-11-26 21:07:17.341150
1198,Montevideo,trouw_0226,+,2019-11-26 21:07:22.854720
1199,Montpellier,trouw_0192,+,2019-11-26 21:07:25.150834
1200,Moody,teleg_0149,-,2019-11-26 21:07:27.543609
1201,Moore,volks_0286,-,2019-11-26 21:07:29.788377
1202,Moreno,leeuw_0101,-,2019-11-26 21:07:31.752107
1203,Morris,trouw_0421,-,2019-11-26 21:07:33.889467
1204,Morris,trouw_0323,-,2019-11-26 21:07:35.254005
1205,Morris,teleg_0095,-,2019-11-26 21:07:36.756469
1206,Moscow,trouw_0225,-,2019-11-26 21:07:42.147615
1207,Moscow,trouw_0018,-,2019-11-26 21:07:44.806938
1208,Moskou,volks_0106,+,2019-11-26 21:07:47.160015
1209,Moskou,trouw_0007,+,2019-11-26 21:07:48.330584
1210,Moskou,teleg_0023,+,2019-11-26 21:07:49.578305
1211,Moskou,leeuw_0059,+,2019-11-26 21:07:50.874660
1212,Moskou,leeuw_0090,+,2019-11-26 21:07:52.070934
1213,Mosoel,trouw_0385,+,2019-11-26 21:07:55.494084
1214,Moss,volks_0546,+,2019-11-26 21:08:03.561968
1215,Moth,teleg_0210,-,2019-11-26 21:08:06.913979
1216,Mount Pleasant,volks_0150,-,2019-11-26 21:08:14.480324
1217,Mountain View,volks_0200,+,2019-11-26 21:08:20.285932
1218,Mumford,trouw_0297,-,2019-11-26 21:08:22.819027
1219,Murphy,trouw_0149,-,2019-11-26 21:08:25.461785
1220,Murray,teleg_0460,-,2019-11-26 21:08:27.675120
1221,Murray,volks_0012,-,2019-11-26 21:08:29.369050
1222,Nagoya,teleg_0366,+,2019-11-26 21:08:41.053947
1223,Nairobi,volks_0010,+,2019-11-26 21:08:43.296561
1224,Nan,volks_0162,-,2019-11-26 21:08:46.340790
1225,Nancy,volks_0150,-,2019-11-26 21:08:48.498950
1226,Nantes,leeuw_0114,+,2019-11-26 21:08:50.887166
1227,Napels,trouw_0048,+,2019-11-26 21:08:52.874502
1228,Napoleon,volks_0499,-,2019-11-26 21:08:55.742506
1229,Napoleon,trouw_0171,-,2019-11-26 21:08:57.569126
1230,Napoleon,volks_0175,-,2019-11-26 21:08:59.587983
1231,Napoleon,trouw_0460,-,2019-11-26 21:09:01.097771
1232,Napoleon,volks_0339,-,2019-11-26 21:09:02.462796
1233,Nassau,teleg_0392,-,2019-11-26 21:09:05.932096
1234,Naval,volks_0189,-,2019-11-26 21:09:08.400846
1235,Nelson,trouw_0461,-,2019-11-26 21:09:10.453352
1236,Nelson,leeuw_0215,-,2019-11-26 21:09:12.147848
1237,Nelson,leeuw_0246,-,2019-11-26 21:09:13.571974
1238,Nelson,trouw_0373,-,2019-11-26 21:09:14.845041
1239,Nelson,volks_0448,-,2019-11-26 21:09:23.656789
1240,Neuruppin,volks_0446,+,2019-11-26 21:09:27.841449
1241,New Brighton,trouw_0421,-,2019-11-26 21:09:47.862692
1242,New Brighton,volks_0494,-,2019-11-26 21:09:50.495599
1243,New Delhi,trouw_0485,+,2019-11-26 21:09:56.292575
1244,New Orleans,volks_0322,+,2019-11-26 21:09:58.655173
1245,New York,volks_0189,+,2019-11-26 21:10:01.853822
1246,New York,volks_0250,+,2019-11-26 21:10:03.114658
1247,New York,teleg_0458,+,2019-11-26 21:10:04.642759
1248,New York,volks_0106,+,2019-11-26 21:10:09.450486
1249,New York,volks_0429,+,2019-11-26 21:10:11.058151
1250,New York City,volks_0546,+,2019-11-26 21:10:14.261269
1251,Newcastle,leeuw_0148,-,2019-11-26 21:10:33.023468
1252,Newcastle,volks_0282,-,2019-11-26 21:10:36.147563
1253,Newington,volks_0070,-,2019-11-26 21:10:43.589869
1254,Newington,volks_0285,-,2019-11-26 21:10:46.050491
1255,Newman,volks_0411,-,2019-11-26 21:10:48.204722
1256,Newman,volks_0340,-,2019-11-26 21:10:49.790768
1257,Newtown,trouw_0494,-,2019-11-26 21:10:59.769965
1258,Nice,trouw_0150,+,2019-11-26 21:11:01.990272
1259,Nice,volks_0072,+,2019-11-26 21:11:03.254757
1260,Nice,volks_0559,+,2019-11-26 21:11:04.551230
1261,Nice,trouw_0081,+,2019-11-26 21:11:05.891228
1262,Nice,volks_0092,+,2019-11-26 21:11:07.263441
1263,Nicolaas,trouw_0075,-,2019-11-26 21:11:09.507526
1264,Nicosia,trouw_0013,+,2019-11-26 21:11:14.586189
1265,Nieuw Amsterdam,volks_0580,-,2019-11-26 21:11:19.784967
1266,Nieuw Amsterdam,trouw_0089,-,2019-11-26 21:11:22.023156
1267,Nigel,leeuw_0143,-,2019-11-26 21:11:24.048839
1268,Nigel,volks_0009,-,2019-11-26 21:11:25.147221
1269,Nigel,trouw_0230,-,2019-11-26 21:11:26.067432
1270,Nigel,teleg_0448,-,2019-11-26 21:11:27.045541
1271,Nigel,volks_0002,-,2019-11-26 21:11:28.144060
1272,Nikki,trouw_0052,-,2019-11-26 21:11:30.274008
1273,Nokia,trouw_0366,-,2019-11-26 21:11:33.174702
1274,Noordwijk,teleg_0143,-,2019-11-26 21:12:07.454529
1275,Nora,volks_0085,-,2019-11-26 21:12:09.662490
1276,Norfolk,trouw_0263,-,2019-11-26 21:12:27.750234
1277,Norfolk,volks_0519,-,2019-11-26 21:12:29.402542
1278,Norman,volks_0547,-,2019-11-26 21:12:31.862204
1279,Norman,volks_0387,-,2019-11-26 21:12:33.861996
1280,North Kensington,leeuw_0159,-,2019-11-26 21:12:56.069085
1281,Norton,volks_0012,-,2019-11-26 21:12:58.276558
1282,Oasis,volks_0260,-,2019-11-26 21:13:00.620429
1283,Oasis,trouw_0252,-,2019-11-26 21:13:02.542457
1284,Oasis,volks_0440,-,2019-11-26 21:13:03.993710
1285,Obama,trouw_0105,-,2019-11-26 21:13:06.074144
1286,Obama,volks_0055,-,2019-11-26 21:13:07.415518
1287,Obama,trouw_0070,-,2019-11-26 21:13:08.570171
1288,Obama,trouw_0412,-,2019-11-26 21:13:09.681589
1289,Obama,volks_0468,-,2019-11-26 21:13:10.835356
1290,Ode,trouw_0183,-,2019-11-26 21:13:12.910940
1291,Ode,volks_0332,-,2019-11-26 21:13:14.477303
1292,Ode,volks_0339,-,2019-11-26 21:13:15.866280
1293,Ode,volks_0247,-,2019-11-26 21:13:17.261122
1294,Ode,volks_0031,-,2019-11-26 21:13:19.464423
1295,Odessa,volks_0106,+,2019-11-26 21:13:22.353025
1296,Of,trouw_0088,-,2019-11-26 21:13:24.483962
1297,Of,volks_0053,-,2019-11-26 21:13:25.652879
1298,Of,trouw_0092,-,2019-11-26 21:13:27.095587
1299,Of,trouw_0263,-,2019-11-26 21:13:28.277359
1300,Of,leeuw_0225,-,2019-11-26 21:13:29.657041
1301,Oklahoma City,trouw_0098,+,2019-11-26 21:13:32.858321
1302,Oliveira,leeuw_0220,-,2019-11-26 21:13:35.473698
1303,Oliveira,leeuw_0252,-,2019-11-26 21:13:37.095850
1304,Onverwacht,trouw_0107,-,2019-11-26 21:13:39.188175
1305,Onverwacht,trouw_0117,-,2019-11-26 21:13:41.689711
1306,Opera,volks_0081,-,2019-11-26 21:13:44.323084
1307,Opera,volks_0358,-,2019-11-26 21:13:45.716911
1308,Opera,volks_0309,-,2019-11-26 21:13:47.084094
1309,Opera,volks_0281,-,2019-11-26 21:13:48.867019
1310,Opera,volks_0189,-,2019-11-26 21:13:50.126124
1311,Orange,volks_0116,-,2019-11-26 21:13:54.622098
1312,Orange,teleg_0056,-,2019-11-26 21:13:56.360775
1313,Orlando,volks_0097,-,2019-11-26 21:14:01.318970
1314,Osijek,leeuw_0139,+,2019-11-26 21:14:16.502000
1315,Oslo,teleg_0396,+,2019-11-26 21:14:19.158507
1316,Othello,volks_0281,-,2019-11-26 21:14:25.075691
1317,Ottawa,trouw_0398,+,2019-11-26 21:14:31.088707
1318,Pacific,leeuw_0184,-,2019-11-26 21:14:34.664438
1319,Pacific,trouw_0017,-,2019-11-26 21:14:36.411064
1320,Pacific,trouw_0418,-,2019-11-26 21:14:37.857845
